"","sex","tissue","treatment","gene","samples","counts"
"39","female","hypothalamus","inc.d17","ADRA2A","g142.r40.x_female_hypothalamus_inc.d17",9.46422545172538
"40","female","hypothalamus","m.inc.d3","ADRA2A","g144.r54.x_female_hypothalamus_m.inc.d3",9.09175606578625
"41","female","hypothalamus","extend","ADRA2A","g17.w108.x_female_hypothalamus_extend",9.15599976363346
"42","female","hypothalamus","extend","ADRA2A","g22.blu118_female_hypothalamus_extend",9.23163115801887
"43","female","hypothalamus","inc.d3","ADRA2A","g6.w197.x_female_hypothalamus_inc.d3",9.13639006450873
"44","female","hypothalamus","m.inc.d17","ADRA2A","g63.blu65_female_hypothalamus_m.inc.d17",8.71669337298044
"45","female","hypothalamus","m.inc.d9","ADRA2A","g73.x_female_hypothalamus_m.inc.d9",8.95765231040238
"46","female","hypothalamus","inc.d9","ADRA2A","g75.x_female_hypothalamus_inc.d9",9.04547457452527
"47","female","hypothalamus","m.hatch","ADRA2A","l.s.w.d_female_hypothalamus_m.hatch",9.10691849086689
"48","female","hypothalamus","prolong","ADRA2A","l.s052.pk.r_female_hypothalamus_prolong",9.02354128205694
"49","female","hypothalamus","bldg","ADRA2A","l.s120.y.blk_female_hypothalamus_bldg",9.04254740087086
"50","female","hypothalamus","prolong","ADRA2A","l.s166.o.w_female_hypothalamus_prolong",9.30543951712861
"51","female","hypothalamus","m.inc.d17","ADRA2A","o.s084.w.blk_female_hypothalamus_m.inc.d17",9.07612348949485
"52","female","hypothalamus","inc.d3","ADRA2A","o156.w80.x_female_hypothalamus_inc.d3",8.99014214043817
"53","female","hypothalamus","inc.d3","ADRA2A","o165.w122.x_female_hypothalamus_inc.d3",9.30096706653112
"54","female","hypothalamus","m.inc.d17","ADRA2A","o169.r28.x_female_hypothalamus_m.inc.d17",8.97646375285938
"55","female","hypothalamus","hatch","ADRA2A","o172.w115.x_female_hypothalamus_hatch",8.98419262255334
"56","female","hypothalamus","inc.d3","ADRA2A","o173.w179.x_female_hypothalamus_inc.d3",9.26490215376583
"57","female","hypothalamus","inc.d17","ADRA2A","o35.r51.x_female_hypothalamus_inc.d17",8.85208706550818
"58","female","hypothalamus","m.inc.d9","ADRA2A","o36.r62.x_female_hypothalamus_m.inc.d9",9.09976787763659
"59","female","hypothalamus","bldg","ADRA2A","o38.blu29.x_female_hypothalamus_bldg",9.09823094493396
"60","female","hypothalamus","m.inc.d9","ADRA2A","o45.g128.x_female_hypothalamus_m.inc.d9",8.93545624893231
"61","female","hypothalamus","inc.d17","ADRA2A","o52.blu53_female_hypothalamus_inc.d17",9.03560213735685
"62","female","hypothalamus","inc.d9","ADRA2A","o73.x_female_hypothalamus_inc.d9",9.08641209180391
"63","female","hypothalamus","m.inc.d8","ADRA2A","p.g.blk.s040_female_hypothalamus_m.inc.d8",8.99087995840986
"64","female","hypothalamus","m.inc.d17","ADRA2A","pk.s011.o.y_female_hypothalamus_m.inc.d17",8.99999003414386
"65","female","hypothalamus","m.hatch","ADRA2A","pk.s054.d.g_female_hypothalamus_m.hatch",9.10552208596043
"66","female","hypothalamus","m.inc.d8","ADRA2A","pk.s055.d.l_female_hypothalamus_m.inc.d8",8.92835562725706
"67","female","hypothalamus","control","ADRA2A","r.r.x.ATLAS.R2XR_female_hypothalamus_control",8.66935748614677
"68","female","hypothalamus","control","ADRA2A","r.r.x.ATLAS_female_hypothalamus_control",8.6820798265016
"69","female","hypothalamus","m.inc.d3","ADRA2A","r.s035.y.blk_female_hypothalamus_m.inc.d3",8.97049650057311
"70","female","hypothalamus","bldg","ADRA2A","r.s056.g.o_female_hypothalamus_bldg",9.13951000571762
"71","female","hypothalamus","extend","ADRA2A","r.s131.o.d_female_hypothalamus_extend",9.10642962891523
"72","female","hypothalamus","n9","ADRA2A","r.s171.l.w_female_hypothalamus_n9",9.36361874145068
"73","female","hypothalamus","hatch","ADRA2A","r183.o22_female_hypothalamus_hatch",8.83829213579314
"74","female","hypothalamus","prolong","ADRA2A","r194.x_female_hypothalamus_prolong",8.9731479891305
"75","female","hypothalamus","inc.d3","ADRA2A","r27.w111.blu125_female_hypothalamus_inc.d3",9.12178336291679
"76","female","hypothalamus","inc.d9","ADRA2A","r30.w112.r46_female_hypothalamus_inc.d9",9.24663944045003
"77","female","hypothalamus","inc.d9","ADRA2A","r36.w184.x_female_hypothalamus_inc.d9",8.91522533805566
"78","female","hypothalamus","inc.d17","ADRA2A","r49.w189.x_female_hypothalamus_inc.d17",9.33434941662659
"79","female","hypothalamus","control","ADRA2A","r6.x_female_hypothalamus_control.NYNO",8.68313453226909
"80","female","hypothalamus","inc.d3","ADRA2A","r73.g127.x_female_hypothalamus_inc.d3",9.15045698288526
"81","female","hypothalamus","bldg","ADRA2A","r83.g45_female_hypothalamus_bldg",9.24435299195656
"82","female","hypothalamus","n9","ADRA2A","r95.blu99_female_hypothalamus_n9",8.95511136970896
"83","female","hypothalamus","lay","ADRA2A","s.o.pk_female_hypothalamus_lay",9.01963707052159
"84","female","hypothalamus","prolong","ADRA2A","s.pu.pk_female_hypothalamus_prolong",9.13403062613699
"85","female","hypothalamus","control","ADRA2A","s.x.ATLAS_female_hypothalamus_control",9.1002890614948
"86","female","hypothalamus","m.inc.d8","ADRA2A","s002.x_female_hypothalamus_m.inc.d8",9.25553483814042
"87","female","hypothalamus","m.inc.d17","ADRA2A","s038.g.d.blk_female_hypothalamus_m.inc.d17",8.82539488377699
"88","female","hypothalamus","bldg","ADRA2A","s063.d.blk.l_female_hypothalamus_bldg",8.89000860034274
"89","female","hypothalamus","m.inc.d3","ADRA2A","s069.pk.pu.g_female_hypothalamus_m.inc.d3",8.89884163960254
"90","female","hypothalamus","extend","ADRA2A","s089.blk.pk.pu_female_hypothalamus_extend",9.35946364500276
"91","female","hypothalamus","m.inc.d8","ADRA2A","s091.blk.r.g_female_hypothalamus_m.inc.d8",9.10712202133853
"92","female","hypothalamus","bldg","ADRA2A","s092.blk.r.o_female_hypothalamus_bldg",8.70102529546369
"93","female","hypothalamus","m.inc.d3","ADRA2A","s093.blk.y.d_female_hypothalamus_m.inc.d3",9.18377938195686
"94","female","hypothalamus","lay","ADRA2A","s095.g.blk.o_female_hypothalamus_lay",9.0122162873359
"95","female","hypothalamus","m.inc.d17","ADRA2A","s100.l.pk.blk_female_hypothalamus_m.inc.d17",9.17341706852555
"96","female","hypothalamus","m.inc.d3","ADRA2A","s103.y.pk.blk_female_hypothalamus_m.inc.d3",9.44973679885832
"97","female","hypothalamus","lay","ADRA2A","s136.d.w.o_female_hypothalamus_lay",9.09866412488245
"98","female","hypothalamus","extend","ADRA2A","s137.g.blk.y_female_hypothalamus_extend",9.12734321040129
"99","female","hypothalamus","lay","ADRA2A","s142.o.pk.pu_female_hypothalamus_lay",9.2069671297658
"100","female","hypothalamus","lay","ADRA2A","s176.blk.pu.r_female_hypothalamus_lay",8.96516109605317
"101","female","hypothalamus","extend","ADRA2A","s186.l.o.pk_female_hypothalamus_extend",8.8792755912678
"102","female","hypothalamus","m.hatch","ADRA2A","s333.y.blk.pk_female_hypothalamus_m.hatch",8.97921654436314
"103","female","hypothalamus","control","ADRA2A","w191.r1_female_hypothalamus_control",8.7819118885407
"104","female","hypothalamus","prolong","ADRA2A","x.blk20_female_hypothalamus_prolong",8.89861015366904
"105","female","hypothalamus","inc.d9","ADRA2A","x.blu101.w43_female_hypothalamus_inc.d9",8.94157017450043
"106","female","hypothalamus","inc.d3","ADRA2A","x.blu102.w105_female_hypothalamus_inc.d3",9.15303903046929
"107","female","hypothalamus","n5","ADRA2A","x.blu109.w121_female_hypothalamus_n5",9.18509629005984
"108","female","hypothalamus","inc.d17","ADRA2A","x.blu116.w107_female_hypothalamus_inc.d17",9.34300048184309
"109","female","hypothalamus","inc.d9","ADRA2A","x.blu122.r66_female_hypothalamus_inc.d9",9.32027054461924
"110","female","hypothalamus","m.inc.d9","ADRA2A","x.blu25_female_hypothalamus_m.inc.d9",9.015610593692
"111","female","hypothalamus","n9","ADRA2A","x.blu43.g132_female_hypothalamus_n9",8.95746435670859
"112","female","hypothalamus","lay","ADRA2A","x.blu6.y80_female_hypothalamus_lay",9.22391769853444
"113","female","hypothalamus","m.inc.d17","ADRA2A","x.blu94_female_hypothalamus_m.inc.d17",8.63816308538148
"114","female","hypothalamus","m.n2","ADRA2A","x.blu96_female_hypothalamus_m.n2",9.23387663534866
"115","female","hypothalamus","m.inc.d8","ADRA2A","x.g26_female_hypothalamus_m.inc.d8",9.06707338455171
"116","female","hypothalamus","n5","ADRA2A","x.g37_female_hypothalamus_n5",9.09338107950117
"117","female","hypothalamus","n9","ADRA2A","x.g4.w50_female_hypothalamus_n9",8.99436797431955
"118","female","hypothalamus","n5","ADRA2A","x.g43_female_hypothalamus_n5",9.16020566722823
"119","female","hypothalamus","n5","ADRA2A","x.g49_female_hypothalamus_n5",9.00647504557989
"120","female","hypothalamus","inc.prolong","ADRA2A","x.g50_female_hypothalamus_inc.prolong",8.90276298083914
"121","female","hypothalamus","inc.d9","ADRA2A","x.g9.o166_female_hypothalamus_inc.d9",9.03485964792574
"122","female","hypothalamus","inc.d17","ADRA2A","x.o159.w90_female_hypothalamus_inc.d17",9.22178435830383
"123","female","hypothalamus","m.hatch","ADRA2A","x.o171.w45_female_hypothalamus_m.hatch",9.04531122747053
"124","female","hypothalamus","n5","ADRA2A","x.o175.g21_female_hypothalamus_n5",9.22165906769659
"125","female","hypothalamus","hatch","ADRA2A","x.o37.blu50_female_hypothalamus_hatch.NYNO",8.84189965378233
"126","female","hypothalamus","extend.hatch","ADRA2A","x.o61_female_hypothalamus_extend.hatch",8.8653460490196
"127","female","hypothalamus","n5","ADRA2A","x.o70_female_hypothalamus_n5.NYNO",9.23104726217048
"128","female","hypothalamus","m.inc.d3","ADRA2A","x.r180_female_hypothalamus_m.inc.d3",9.01007013046187
"129","female","hypothalamus","inc.d3","ADRA2A","x.r33.w183_female_hypothalamus_inc.d3",9.0318926279675
"130","female","hypothalamus","bldg","ADRA2A","x.r39.g10_female_hypothalamus_bldg",9.34855822074275
"131","female","hypothalamus","hatch","ADRA2A","x.r44.w95_female_hypothalamus_hatch",9.01997035722191
"132","female","hypothalamus","inc.d17","ADRA2A","x.r48.y139_female_hypothalamus_inc.d17",8.8792399822265
"133","female","hypothalamus","n5","ADRA2A","x.r50.w97_female_hypothalamus_n5",9.20821701399172
"134","female","hypothalamus","m.hatch","ADRA2A","x.r74.o29_female_hypothalamus_m.hatch",9.04885689287153
"135","female","hypothalamus","m.inc.d9","ADRA2A","x.r76_female_hypothalamus_m.inc.d9",9.14422566269173
"136","female","hypothalamus","m.inc.d8","ADRA2A","x.s188_female_hypothalamus_m.inc.d8",8.9890899701421
"137","female","hypothalamus","n9","ADRA2A","x.w178_female_hypothalamus_n9",9.40418031330297
"138","female","hypothalamus","lay","ADRA2A","x.w51_female_hypothalamus_lay",8.98727202047809
"139","female","hypothalamus","n9","ADRA2A","x.w6_female_hypothalamus_n9",8.9656788862692
"140","female","hypothalamus","inc.d9","ADRA2A","x.y109_female_hypothalamus_inc.d9",9.02516498361743
"141","female","hypothalamus","m.inc.d17","ADRA2A","x.y119.w11_female_hypothalamus_m.inc.d17",9.04052441856168
"142","female","hypothalamus","n9","ADRA2A","x.y138.w176_female_hypothalamus_n9",9.41285551214791
"143","female","hypothalamus","inc.prolong","ADRA2A","x.y145.r55_female_hypothalamus_inc.prolong",8.88477286900662
"144","female","hypothalamus","m.inc.d8","ADRA2A","x.y5_female_hypothalamus_m.inc.d8",9.29560011368902
"145","female","hypothalamus","extend","ADRA2A","x.y64_female_hypothalamus_extend",9.34467846079454
"146","female","hypothalamus","hatch","ADRA2A","x.y90_female_hypothalamus_hatch",8.84692646652886
"147","female","hypothalamus","inc.d9","ADRA2A","x.y93.g126_female_hypothalamus_inc.d9",9.29624423051451
"148","female","hypothalamus","n9","ADRA2A","x.y9_female_hypothalamus_n9",9.08577668965265
"149","female","hypothalamus","lay","ADRA2A","y.s156.o.r_female_hypothalamus_lay",9.01011845241705
"150","female","hypothalamus","m.inc.d9","ADRA2A","y12.x_female_hypothalamus_m.inc.d9",8.7192585734536
"151","female","hypothalamus","inc.d17","ADRA2A","y126.w92.x_female_hypothalamus_inc.d17",8.90986403596355
"152","female","hypothalamus","m.inc.d9","ADRA2A","y128.g23.x_female_hypothalamus_m.inc.d9",8.96443259118684
"153","female","hypothalamus","inc.d3","ADRA2A","y13.x_female_hypothalamus_inc.d3",9.12161188473186
"154","female","hypothalamus","inc.d17","ADRA2A","y130.o170.x_female_hypothalamus_inc.d17",9.03279699769353
"155","female","hypothalamus","inc.d17","ADRA2A","y135.blu107.x_female_hypothalamus_inc.d17",9.16556873679928
"156","female","hypothalamus","inc.d17","ADRA2A","y136.x_female_hypothalamus_inc.d17",9.02052350840017
"157","female","hypothalamus","inc.d9","ADRA2A","y140.w119.x_female_hypothalamus_inc.d9",9.0218821788901
"158","female","hypothalamus","inc.prolong","ADRA2A","y146.r32.x_female_hypothalamus_inc.prolong",9.05682672724658
"159","female","hypothalamus","hatch","ADRA2A","y15.x_female_hypothalamus_hatch",9.1198180207574
"160","female","hypothalamus","n5","ADRA2A","y6.o54_female_hypothalamus_n5",9.16903613537145
"161","female","hypothalamus","hatch","ADRA2A","y7.g58_female_hypothalamus_hatch",9.18827040408519
"162","female","hypothalamus","m.inc.d17","ADRA2A","y85.r71.x_female_hypothalamus_m.inc.d17",9.23638188373832
"163","female","hypothalamus","n5","ADRA2A","y94.g133.x_female_hypothalamus_n5.NYNO",9.01772579730358
"164","female","hypothalamus","n9","ADRA2A","y97.x_female_hypothalamus_n9",9.00072759412437
"165","female","hypothalamus","m.hatch","ADRA2A","y98.g54_female_hypothalamus_m.hatch",9.11978891235045
"166","female","hypothalamus","control","AVP","L.G118_female_hypothalamus_control.NYNO",8.73824344131154
"167","female","hypothalamus","control","AVP","R.G106_female_hypothalamus_control",9.73543269937292
"168","female","hypothalamus","control","AVP","R.R20_female_hypothalamus_control.NYNO",12.2350544729814
"169","female","hypothalamus","control","AVP","R.R9_female_hypothalamus_control",9.97432561622606
"170","female","hypothalamus","control","AVP","R.W44_female_hypothalamus_control",11.761341744372
"171","female","hypothalamus","prolong","AVP","blk.s031.pu.d_female_hypothalamus_prolong",11.5594383832585
"172","female","hypothalamus","m.hatch","AVP","blk.s032.g.w_female_hypothalamus_m.hatch",11.1645370187778
"173","female","hypothalamus","m.inc.d3","AVP","blk.s049.y.g_female_hypothalamus_m.inc.d3",11.0974117857045
"174","female","hypothalamus","m.inc.d3","AVP","blk.s060.pu.w_female_hypothalamus_m.inc.d3",10.3971759740229
"175","female","hypothalamus","inc.d9","AVP","blk.s061.pu.y_female_hypothalamus_inc.d9",12.0911624980526
"176","female","hypothalamus","m.inc.d8","AVP","blk.y.l.s109_female_hypothalamus_m.inc.d8",10.6997622976116
"177","female","hypothalamus","m.n2","AVP","blk0.x_female_hypothalamus_m.n2",11.4099564556534
"178","female","hypothalamus","bldg","AVP","blk11.x_female_hypothalamus_bldg",11.5376627366367
"179","female","hypothalamus","extend","AVP","blk19.x_female_hypothalamus_extend",9.87509346574601
"180","female","hypothalamus","hatch","AVP","blk21.x_female_hypothalamus_hatch",10.6653892374578
"181","female","hypothalamus","n9","AVP","blk4.x_female_hypothalamus_n9",12.8806513281263
"182","female","hypothalamus","control","AVP","blu.o.x.ATLAS_female_hypothalamus_control",8.31306665828763
"183","female","hypothalamus","hatch","AVP","blu103.x_female_hypothalamus_hatch",10.3852366668252
"184","female","hypothalamus","inc.prolong","AVP","blu115.y150.x_female_hypothalamus_inc.prolong",11.6445426603976
"185","female","hypothalamus","m.inc.d8","AVP","blu119.w84.x_female_hypothalamus_m.inc.d8",11.1541414655945
"186","female","hypothalamus","hatch","AVP","blu124.w180.x_female_hypothalamus_hatch",11.3492065651567
"187","female","hypothalamus","n9","AVP","blu36.w16_female_hypothalamus_n9",10.6636545542907
"188","female","hypothalamus","bldg","AVP","blu38.g135.x_female_hypothalamus_bldg",10.851076445542
"189","female","hypothalamus","inc.d3","AVP","blu39.o26.x_female_hypothalamus_inc.d3.NYNO",9.72651219300812
"190","female","hypothalamus","extend","AVP","blu44.y102_female_hypothalamus_extend",11.0289248325813
"191","female","hypothalamus","inc.d9","AVP","blu47.y96.x_female_hypothalamus_inc.d9",11.3214735971282
"192","female","hypothalamus","n5","AVP","blu55.g51_female_hypothalamus_n5",12.3970069643628
"193","female","hypothalamus","m.inc.d3","AVP","blu56.o53_female_hypothalamus_m.inc.d3",10.3807958824101
"194","female","hypothalamus","m.inc.d9","AVP","blu63.g62_female_hypothalamus_m.inc.d9",11.1054345176575
"195","female","hypothalamus","m.inc.d8","AVP","blu80.r97_female_hypothalamus_m.inc.d8",11.9710494223597
"196","female","hypothalamus","m.inc.d9","AVP","d.r.blk.s159_female_hypothalamus_m.inc.d9",10.8068390457653
"197","female","hypothalamus","m.inc.d17","AVP","d.s112.blk.w_female_hypothalamus_m.inc.d17",11.8770094228432
"198","female","hypothalamus","m.inc.d3","AVP","d.s177.blk.r_female_hypothalamus_m.inc.d3",12.2820001006571
"199","female","hypothalamus","lay","AVP","g.blk.s004.pk_female_hypothalamus_lay",8.01936798108002
"200","female","hypothalamus","m.hatch","AVP","g.s076.pk.r_female_hypothalamus_m.hatch",10.0770289890047
"201","female","hypothalamus","lay","AVP","g.s078.blk.o_female_hypothalamus_lay",10.2694465505138
"202","female","hypothalamus","m.inc.d17","AVP","g.y.blk.s006_female_hypothalamus_m.inc.d17",8.64773542349378
"203","female","hypothalamus","bldg","AVP","g141.blu27.x_female_hypothalamus_bldg",9.76077250440918
"204","female","hypothalamus","inc.d17","AVP","g142.r40.x_female_hypothalamus_inc.d17",12.5883874004478
"205","female","hypothalamus","m.inc.d3","AVP","g144.r54.x_female_hypothalamus_m.inc.d3",10.1566626479023
"206","female","hypothalamus","extend","AVP","g17.w108.x_female_hypothalamus_extend",11.1679058837669
"207","female","hypothalamus","extend","AVP","g22.blu118_female_hypothalamus_extend",11.0632637809969
"208","female","hypothalamus","inc.d3","AVP","g6.w197.x_female_hypothalamus_inc.d3",9.81760644782869
"209","female","hypothalamus","m.inc.d17","AVP","g63.blu65_female_hypothalamus_m.inc.d17",9.69034707564327
"210","female","hypothalamus","m.inc.d9","AVP","g73.x_female_hypothalamus_m.inc.d9",11.519521358318
"211","female","hypothalamus","inc.d9","AVP","g75.x_female_hypothalamus_inc.d9",11.475239667963
"212","female","hypothalamus","m.hatch","AVP","l.s.w.d_female_hypothalamus_m.hatch",10.9545414528443
"213","female","hypothalamus","prolong","AVP","l.s052.pk.r_female_hypothalamus_prolong",12.2397727641532
"214","female","hypothalamus","bldg","AVP","l.s120.y.blk_female_hypothalamus_bldg",10.8449857943356
"215","female","hypothalamus","prolong","AVP","l.s166.o.w_female_hypothalamus_prolong",10.3858805662985
"216","female","hypothalamus","m.inc.d17","AVP","o.s084.w.blk_female_hypothalamus_m.inc.d17",11.3643514494279
"217","female","hypothalamus","inc.d3","AVP","o156.w80.x_female_hypothalamus_inc.d3",11.4664209284049
"218","female","hypothalamus","inc.d3","AVP","o165.w122.x_female_hypothalamus_inc.d3",9.47935133673493
"219","female","hypothalamus","m.inc.d17","AVP","o169.r28.x_female_hypothalamus_m.inc.d17",9.98928958062987
"220","female","hypothalamus","hatch","AVP","o172.w115.x_female_hypothalamus_hatch",11.0435010041138
"221","female","hypothalamus","inc.d3","AVP","o173.w179.x_female_hypothalamus_inc.d3",11.2033691814068
"222","female","hypothalamus","inc.d17","AVP","o35.r51.x_female_hypothalamus_inc.d17",11.4161782818133
"223","female","hypothalamus","m.inc.d9","AVP","o36.r62.x_female_hypothalamus_m.inc.d9",11.4189553632171
"224","female","hypothalamus","bldg","AVP","o38.blu29.x_female_hypothalamus_bldg",10.1383181166919
"225","female","hypothalamus","m.inc.d9","AVP","o45.g128.x_female_hypothalamus_m.inc.d9",9.51669456643517
"226","female","hypothalamus","inc.d17","AVP","o52.blu53_female_hypothalamus_inc.d17",10.6108750532464
"227","female","hypothalamus","inc.d9","AVP","o73.x_female_hypothalamus_inc.d9",10.0974164252693
"228","female","hypothalamus","m.inc.d8","AVP","p.g.blk.s040_female_hypothalamus_m.inc.d8",11.0188758976159
"229","female","hypothalamus","m.inc.d17","AVP","pk.s011.o.y_female_hypothalamus_m.inc.d17",11.3162144099014
"230","female","hypothalamus","m.hatch","AVP","pk.s054.d.g_female_hypothalamus_m.hatch",9.71891240052481
"231","female","hypothalamus","m.inc.d8","AVP","pk.s055.d.l_female_hypothalamus_m.inc.d8",10.4929292638739
"232","female","hypothalamus","control","AVP","r.r.x.ATLAS.R2XR_female_hypothalamus_control",10.2945532043931
"233","female","hypothalamus","control","AVP","r.r.x.ATLAS_female_hypothalamus_control",10.2919441352356
"234","female","hypothalamus","m.inc.d3","AVP","r.s035.y.blk_female_hypothalamus_m.inc.d3",9.62446210983772
"235","female","hypothalamus","bldg","AVP","r.s056.g.o_female_hypothalamus_bldg",10.1724952353699
"236","female","hypothalamus","extend","AVP","r.s131.o.d_female_hypothalamus_extend",10.5223632643442
"237","female","hypothalamus","n9","AVP","r.s171.l.w_female_hypothalamus_n9",11.1729435076407
"238","female","hypothalamus","hatch","AVP","r183.o22_female_hypothalamus_hatch",7.19185552613194
"239","female","hypothalamus","prolong","AVP","r194.x_female_hypothalamus_prolong",10.3322017832003
"240","female","hypothalamus","inc.d3","AVP","r27.w111.blu125_female_hypothalamus_inc.d3",10.5729586398415
"241","female","hypothalamus","inc.d9","AVP","r30.w112.r46_female_hypothalamus_inc.d9",12.3423373692019
"242","female","hypothalamus","inc.d9","AVP","r36.w184.x_female_hypothalamus_inc.d9",10.2132429529233
"243","female","hypothalamus","inc.d17","AVP","r49.w189.x_female_hypothalamus_inc.d17",11.0974223776732
"244","female","hypothalamus","control","AVP","r6.x_female_hypothalamus_control.NYNO",8.92275466151358
"245","female","hypothalamus","inc.d3","AVP","r73.g127.x_female_hypothalamus_inc.d3",11.6802093965846
"246","female","hypothalamus","bldg","AVP","r83.g45_female_hypothalamus_bldg",8.93636541028483
"247","female","hypothalamus","n9","AVP","r95.blu99_female_hypothalamus_n9",11.9172610059717
"248","female","hypothalamus","lay","AVP","s.o.pk_female_hypothalamus_lay",11.1012788363866
"249","female","hypothalamus","prolong","AVP","s.pu.pk_female_hypothalamus_prolong",8.97488397975468
"250","female","hypothalamus","control","AVP","s.x.ATLAS_female_hypothalamus_control",13.1928203737483
"251","female","hypothalamus","m.inc.d8","AVP","s002.x_female_hypothalamus_m.inc.d8",11.7703515398484
"252","female","hypothalamus","m.inc.d17","AVP","s038.g.d.blk_female_hypothalamus_m.inc.d17",9.81546270750272
"253","female","hypothalamus","bldg","AVP","s063.d.blk.l_female_hypothalamus_bldg",11.622995441111
"254","female","hypothalamus","m.inc.d3","AVP","s069.pk.pu.g_female_hypothalamus_m.inc.d3",9.74103691194547
"255","female","hypothalamus","extend","AVP","s089.blk.pk.pu_female_hypothalamus_extend",10.9761381546737
"256","female","hypothalamus","m.inc.d8","AVP","s091.blk.r.g_female_hypothalamus_m.inc.d8",11.0229852288977
"257","female","hypothalamus","bldg","AVP","s092.blk.r.o_female_hypothalamus_bldg",7.50372153751036
"258","female","hypothalamus","m.inc.d3","AVP","s093.blk.y.d_female_hypothalamus_m.inc.d3",10.467955152051
"259","female","hypothalamus","lay","AVP","s095.g.blk.o_female_hypothalamus_lay",10.7103663176809
"260","female","hypothalamus","m.inc.d17","AVP","s100.l.pk.blk_female_hypothalamus_m.inc.d17",10.3808362448082
