"gene","counts","sex","tissue","treatment","extint","samples"
"ADRA2A",9.10071048415888,"female","hypothalamus","prolong","eggs","blu115.y150.x_female_hypothalamus_inc.prolong"
"ADRA2A",9.21085544028392,"female","hypothalamus","early","chicks","blu119.w84.x_female_hypothalamus_m.inc.d8"
"ADRA2A",9.16750069592463,"female","hypothalamus","hatch","chicks","blu124.w180.x_female_hypothalamus_hatch"
"ADRA2A",9.31645342631073,"female","hypothalamus","n9","chicks","blu36.w16_female_hypothalamus_n9"
"ADRA2A",9.07120751624445,"female","hypothalamus","bldg","reference","blu38.g135.x_female_hypothalamus_bldg"
"ADRA2A",8.72039934986397,"female","hypothalamus","inc.d3","eggs","blu39.o26.x_female_hypothalamus_inc.d3.NYNO"
"ADRA2A",9.30996423706612,"female","hypothalamus","extend","chicks","blu44.y102_female_hypothalamus_extend"
"ADRA2A",9.18272951543273,"female","hypothalamus","inc.d9","eggs","blu47.y96.x_female_hypothalamus_inc.d9"
"ADRA2A",9.08079268655406,"female","hypothalamus","n5","chicks","blu55.g51_female_hypothalamus_n5"
"ADRA2A",8.99821682183578,"female","hypothalamus","m.inc.d3","loss","blu56.o53_female_hypothalamus_m.inc.d3"
"ADRA2A",8.76657547755758,"female","hypothalamus","m.inc.d9","loss","blu63.g62_female_hypothalamus_m.inc.d9"
"ADRA2A",9.12806725856559,"female","hypothalamus","early","chicks","blu80.r97_female_hypothalamus_m.inc.d8"
"ADRA2A",9.18489767451173,"female","hypothalamus","m.inc.d9","loss","d.r.blk.s159_female_hypothalamus_m.inc.d9"
"ADRA2A",8.96586384136507,"female","hypothalamus","m.inc.d17","loss","d.s112.blk.w_female_hypothalamus_m.inc.d17"
"ADRA2A",9.17631610373881,"female","hypothalamus","m.inc.d3","loss","d.s177.blk.r_female_hypothalamus_m.inc.d3"
"ADRA2A",8.93591799055398,"female","hypothalamus","lay","eggs","g.blk.s004.pk_female_hypothalamus_lay"
"ADRA2A",8.92605604163916,"female","hypothalamus","m.n2","loss","g.s076.pk.r_female_hypothalamus_m.hatch"
"ADRA2A",9.20971524977204,"female","hypothalamus","lay","eggs","g.s078.blk.o_female_hypothalamus_lay"
"ADRA2A",8.93957224157259,"female","hypothalamus","m.inc.d17","loss","g.y.blk.s006_female_hypothalamus_m.inc.d17"
"ADRA2A",9.01428502710566,"female","hypothalamus","bldg","reference","g141.blu27.x_female_hypothalamus_bldg"
"ADRA2A",9.46422545172538,"female","hypothalamus","inc.d17","eggs","g142.r40.x_female_hypothalamus_inc.d17"
"ADRA2A",9.09175606578625,"female","hypothalamus","m.inc.d3","loss","g144.r54.x_female_hypothalamus_m.inc.d3"
"ADRA2A",9.15599976363346,"female","hypothalamus","extend","chicks","g17.w108.x_female_hypothalamus_extend"
"ADRA2A",9.23163115801887,"female","hypothalamus","extend","chicks","g22.blu118_female_hypothalamus_extend"
"ADRA2A",9.13639006450873,"female","hypothalamus","inc.d3","eggs","g6.w197.x_female_hypothalamus_inc.d3"
"ADRA2A",8.71669337298044,"female","hypothalamus","m.inc.d17","loss","g63.blu65_female_hypothalamus_m.inc.d17"
"ADRA2A",8.95765231040238,"female","hypothalamus","m.inc.d9","loss","g73.x_female_hypothalamus_m.inc.d9"
"ADRA2A",9.04547457452527,"female","hypothalamus","inc.d9","eggs","g75.x_female_hypothalamus_inc.d9"
"ADRA2A",9.10691849086689,"female","hypothalamus","m.n2","loss","l.s.w.d_female_hypothalamus_m.hatch"
"ADRA2A",9.02354128205694,"female","hypothalamus","prolong","eggs","l.s052.pk.r_female_hypothalamus_prolong"
"ADRA2A",9.04254740087086,"female","hypothalamus","bldg","reference","l.s120.y.blk_female_hypothalamus_bldg"
"ADRA2A",9.30543951712861,"female","hypothalamus","prolong","eggs","l.s166.o.w_female_hypothalamus_prolong"
"ADRA2A",9.07612348949485,"female","hypothalamus","m.inc.d17","loss","o.s084.w.blk_female_hypothalamus_m.inc.d17"
"ADRA2A",8.99014214043817,"female","hypothalamus","inc.d3","eggs","o156.w80.x_female_hypothalamus_inc.d3"
"ADRA2A",9.30096706653112,"female","hypothalamus","inc.d3","eggs","o165.w122.x_female_hypothalamus_inc.d3"
"ADRA2A",8.97646375285938,"female","hypothalamus","m.inc.d17","loss","o169.r28.x_female_hypothalamus_m.inc.d17"
"ADRA2A",8.98419262255334,"female","hypothalamus","hatch","chicks","o172.w115.x_female_hypothalamus_hatch"
"ADRA2A",9.26490215376583,"female","hypothalamus","inc.d3","eggs","o173.w179.x_female_hypothalamus_inc.d3"
"ADRA2A",8.85208706550818,"female","hypothalamus","inc.d17","eggs","o35.r51.x_female_hypothalamus_inc.d17"
"ADRA2A",9.09976787763659,"female","hypothalamus","m.inc.d9","loss","o36.r62.x_female_hypothalamus_m.inc.d9"
"ADRA2A",9.09823094493396,"female","hypothalamus","bldg","reference","o38.blu29.x_female_hypothalamus_bldg"
"ADRA2A",8.93545624893231,"female","hypothalamus","m.inc.d9","loss","o45.g128.x_female_hypothalamus_m.inc.d9"
"ADRA2A",9.03560213735685,"female","hypothalamus","inc.d17","eggs","o52.blu53_female_hypothalamus_inc.d17"
"ADRA2A",9.08641209180391,"female","hypothalamus","inc.d9","eggs","o73.x_female_hypothalamus_inc.d9"
"ADRA2A",8.99087995840986,"female","hypothalamus","early","chicks","p.g.blk.s040_female_hypothalamus_m.inc.d8"
"ADRA2A",8.99999003414386,"female","hypothalamus","m.inc.d17","loss","pk.s011.o.y_female_hypothalamus_m.inc.d17"
"ADRA2A",9.10552208596043,"female","hypothalamus","m.n2","loss","pk.s054.d.g_female_hypothalamus_m.hatch"
"ADRA2A",8.92835562725706,"female","hypothalamus","early","chicks","pk.s055.d.l_female_hypothalamus_m.inc.d8"
"ADRA2A",8.66935748614677,"female","hypothalamus","control","reference","r.r.x.ATLAS.R2XR_female_hypothalamus_control"
"ADRA2A",8.6820798265016,"female","hypothalamus","control","reference","r.r.x.ATLAS_female_hypothalamus_control"
"ADRA2A",8.97049650057311,"female","hypothalamus","m.inc.d3","loss","r.s035.y.blk_female_hypothalamus_m.inc.d3"
"ADRA2A",9.13951000571762,"female","hypothalamus","bldg","reference","r.s056.g.o_female_hypothalamus_bldg"
"ADRA2A",9.10642962891523,"female","hypothalamus","extend","chicks","r.s131.o.d_female_hypothalamus_extend"
"ADRA2A",9.36361874145068,"female","hypothalamus","n9","chicks","r.s171.l.w_female_hypothalamus_n9"
"ADRA2A",8.83829213579314,"female","hypothalamus","hatch","chicks","r183.o22_female_hypothalamus_hatch"
"ADRA2A",8.9731479891305,"female","hypothalamus","prolong","eggs","r194.x_female_hypothalamus_prolong"
"ADRA2A",9.12178336291679,"female","hypothalamus","inc.d3","eggs","r27.w111.blu125_female_hypothalamus_inc.d3"
"ADRA2A",9.24663944045003,"female","hypothalamus","inc.d9","eggs","r30.w112.r46_female_hypothalamus_inc.d9"
"ADRA2A",8.91522533805566,"female","hypothalamus","inc.d9","eggs","r36.w184.x_female_hypothalamus_inc.d9"
"ADRA2A",9.33434941662659,"female","hypothalamus","inc.d17","eggs","r49.w189.x_female_hypothalamus_inc.d17"
"ADRA2A",8.68313453226909,"female","hypothalamus","control","reference","r6.x_female_hypothalamus_control.NYNO"
"ADRA2A",9.15045698288526,"female","hypothalamus","inc.d3","eggs","r73.g127.x_female_hypothalamus_inc.d3"
"ADRA2A",9.24435299195656,"female","hypothalamus","bldg","reference","r83.g45_female_hypothalamus_bldg"
"ADRA2A",8.95511136970896,"female","hypothalamus","n9","chicks","r95.blu99_female_hypothalamus_n9"
"ADRA2A",9.01963707052159,"female","hypothalamus","lay","eggs","s.o.pk_female_hypothalamus_lay"
"ADRA2A",9.13403062613699,"female","hypothalamus","prolong","eggs","s.pu.pk_female_hypothalamus_prolong"
"ADRA2A",9.1002890614948,"female","hypothalamus","control","reference","s.x.ATLAS_female_hypothalamus_control"
"ADRA2A",9.25553483814042,"female","hypothalamus","early","chicks","s002.x_female_hypothalamus_m.inc.d8"
"ADRA2A",8.82539488377699,"female","hypothalamus","m.inc.d17","loss","s038.g.d.blk_female_hypothalamus_m.inc.d17"
"ADRA2A",8.89000860034274,"female","hypothalamus","bldg","reference","s063.d.blk.l_female_hypothalamus_bldg"
"ADRA2A",8.89884163960254,"female","hypothalamus","m.inc.d3","loss","s069.pk.pu.g_female_hypothalamus_m.inc.d3"
"ADRA2A",9.35946364500276,"female","hypothalamus","extend","chicks","s089.blk.pk.pu_female_hypothalamus_extend"
"ADRA2A",9.10712202133853,"female","hypothalamus","early","chicks","s091.blk.r.g_female_hypothalamus_m.inc.d8"
"ADRA2A",8.70102529546369,"female","hypothalamus","bldg","reference","s092.blk.r.o_female_hypothalamus_bldg"
"ADRA2A",9.18377938195686,"female","hypothalamus","m.inc.d3","loss","s093.blk.y.d_female_hypothalamus_m.inc.d3"
"ADRA2A",9.0122162873359,"female","hypothalamus","lay","eggs","s095.g.blk.o_female_hypothalamus_lay"
"ADRA2A",9.17341706852555,"female","hypothalamus","m.inc.d17","loss","s100.l.pk.blk_female_hypothalamus_m.inc.d17"
"ADRA2A",9.44973679885832,"female","hypothalamus","m.inc.d3","loss","s103.y.pk.blk_female_hypothalamus_m.inc.d3"
"ADRA2A",9.09866412488245,"female","hypothalamus","lay","eggs","s136.d.w.o_female_hypothalamus_lay"
"ADRA2A",9.12734321040129,"female","hypothalamus","extend","chicks","s137.g.blk.y_female_hypothalamus_extend"
"ADRA2A",9.2069671297658,"female","hypothalamus","lay","eggs","s142.o.pk.pu_female_hypothalamus_lay"
"ADRA2A",8.96516109605317,"female","hypothalamus","lay","eggs","s176.blk.pu.r_female_hypothalamus_lay"
"ADRA2A",8.8792755912678,"female","hypothalamus","extend","chicks","s186.l.o.pk_female_hypothalamus_extend"
"ADRA2A",8.97921654436314,"female","hypothalamus","m.n2","loss","s333.y.blk.pk_female_hypothalamus_m.hatch"
"ADRA2A",8.7819118885407,"female","hypothalamus","control","reference","w191.r1_female_hypothalamus_control"
"ADRA2A",8.89861015366904,"female","hypothalamus","prolong","eggs","x.blk20_female_hypothalamus_prolong"
"ADRA2A",8.94157017450043,"female","hypothalamus","inc.d9","eggs","x.blu101.w43_female_hypothalamus_inc.d9"
"ADRA2A",9.15303903046929,"female","hypothalamus","inc.d3","eggs","x.blu102.w105_female_hypothalamus_inc.d3"
"ADRA2A",9.18509629005984,"female","hypothalamus","n5","chicks","x.blu109.w121_female_hypothalamus_n5"
"ADRA2A",9.34300048184309,"female","hypothalamus","inc.d17","eggs","x.blu116.w107_female_hypothalamus_inc.d17"
"ADRA2A",9.32027054461924,"female","hypothalamus","inc.d9","eggs","x.blu122.r66_female_hypothalamus_inc.d9"
"ADRA2A",9.015610593692,"female","hypothalamus","m.inc.d9","loss","x.blu25_female_hypothalamus_m.inc.d9"
"ADRA2A",8.95746435670859,"female","hypothalamus","n9","chicks","x.blu43.g132_female_hypothalamus_n9"
"ADRA2A",9.22391769853444,"female","hypothalamus","lay","eggs","x.blu6.y80_female_hypothalamus_lay"
"ADRA2A",8.63816308538148,"female","hypothalamus","m.inc.d17","loss","x.blu94_female_hypothalamus_m.inc.d17"
"ADRA2A",9.23387663534866,"female","hypothalamus","m.n2","loss","x.blu96_female_hypothalamus_m.n2"
"ADRA2A",9.06707338455171,"female","hypothalamus","early","chicks","x.g26_female_hypothalamus_m.inc.d8"
"ADRA2A",9.09338107950117,"female","hypothalamus","n5","chicks","x.g37_female_hypothalamus_n5"
"ADRA2A",8.99436797431955,"female","hypothalamus","n9","chicks","x.g4.w50_female_hypothalamus_n9"
"ADRA2A",9.16020566722823,"female","hypothalamus","n5","chicks","x.g43_female_hypothalamus_n5"
"ADRA2A",9.00647504557989,"female","hypothalamus","n5","chicks","x.g49_female_hypothalamus_n5"
"ADRA2A",8.90276298083914,"female","hypothalamus","prolong","eggs","x.g50_female_hypothalamus_inc.prolong"
"ADRA2A",9.03485964792574,"female","hypothalamus","inc.d9","eggs","x.g9.o166_female_hypothalamus_inc.d9"
"ADRA2A",9.22178435830383,"female","hypothalamus","inc.d17","eggs","x.o159.w90_female_hypothalamus_inc.d17"
"ADRA2A",9.04531122747053,"female","hypothalamus","m.n2","loss","x.o171.w45_female_hypothalamus_m.hatch"
"ADRA2A",9.22165906769659,"female","hypothalamus","n5","chicks","x.o175.g21_female_hypothalamus_n5"
"ADRA2A",8.84189965378233,"female","hypothalamus","hatch","chicks","x.o37.blu50_female_hypothalamus_hatch.NYNO"
"ADRA2A",8.8653460490196,"female","hypothalamus","m.n2","loss","x.o61_female_hypothalamus_extend.hatch"
"ADRA2A",9.23104726217048,"female","hypothalamus","n5","chicks","x.o70_female_hypothalamus_n5.NYNO"
"ADRA2A",9.01007013046187,"female","hypothalamus","m.inc.d3","loss","x.r180_female_hypothalamus_m.inc.d3"
"ADRA2A",9.0318926279675,"female","hypothalamus","inc.d3","eggs","x.r33.w183_female_hypothalamus_inc.d3"
"ADRA2A",9.34855822074275,"female","hypothalamus","bldg","reference","x.r39.g10_female_hypothalamus_bldg"
"ADRA2A",9.01997035722191,"female","hypothalamus","hatch","chicks","x.r44.w95_female_hypothalamus_hatch"
"ADRA2A",8.8792399822265,"female","hypothalamus","inc.d17","eggs","x.r48.y139_female_hypothalamus_inc.d17"
"ADRA2A",9.20821701399172,"female","hypothalamus","n5","chicks","x.r50.w97_female_hypothalamus_n5"
"ADRA2A",9.04885689287153,"female","hypothalamus","m.n2","loss","x.r74.o29_female_hypothalamus_m.hatch"
"ADRA2A",9.14422566269173,"female","hypothalamus","m.inc.d9","loss","x.r76_female_hypothalamus_m.inc.d9"
"ADRA2A",8.9890899701421,"female","hypothalamus","early","chicks","x.s188_female_hypothalamus_m.inc.d8"
"ADRA2A",9.40418031330297,"female","hypothalamus","n9","chicks","x.w178_female_hypothalamus_n9"
"ADRA2A",8.98727202047809,"female","hypothalamus","lay","eggs","x.w51_female_hypothalamus_lay"
"ADRA2A",8.9656788862692,"female","hypothalamus","n9","chicks","x.w6_female_hypothalamus_n9"
"ADRA2A",9.02516498361743,"female","hypothalamus","inc.d9","eggs","x.y109_female_hypothalamus_inc.d9"
"ADRA2A",9.04052441856168,"female","hypothalamus","m.inc.d17","loss","x.y119.w11_female_hypothalamus_m.inc.d17"
"ADRA2A",9.41285551214791,"female","hypothalamus","n9","chicks","x.y138.w176_female_hypothalamus_n9"
"ADRA2A",8.88477286900662,"female","hypothalamus","prolong","eggs","x.y145.r55_female_hypothalamus_inc.prolong"
"ADRA2A",9.29560011368902,"female","hypothalamus","early","chicks","x.y5_female_hypothalamus_m.inc.d8"
"ADRA2A",9.34467846079454,"female","hypothalamus","extend","chicks","x.y64_female_hypothalamus_extend"
"ADRA2A",8.84692646652886,"female","hypothalamus","hatch","chicks","x.y90_female_hypothalamus_hatch"
"ADRA2A",9.29624423051451,"female","hypothalamus","inc.d9","eggs","x.y93.g126_female_hypothalamus_inc.d9"
"ADRA2A",9.08577668965265,"female","hypothalamus","n9","chicks","x.y9_female_hypothalamus_n9"
"ADRA2A",9.01011845241705,"female","hypothalamus","lay","eggs","y.s156.o.r_female_hypothalamus_lay"
"ADRA2A",8.7192585734536,"female","hypothalamus","m.inc.d9","loss","y12.x_female_hypothalamus_m.inc.d9"
"ADRA2A",8.90986403596355,"female","hypothalamus","inc.d17","eggs","y126.w92.x_female_hypothalamus_inc.d17"
"ADRA2A",8.96443259118684,"female","hypothalamus","m.inc.d9","loss","y128.g23.x_female_hypothalamus_m.inc.d9"
"ADRA2A",9.12161188473186,"female","hypothalamus","inc.d3","eggs","y13.x_female_hypothalamus_inc.d3"
"ADRA2A",9.03279699769353,"female","hypothalamus","inc.d17","eggs","y130.o170.x_female_hypothalamus_inc.d17"
"ADRA2A",9.16556873679928,"female","hypothalamus","inc.d17","eggs","y135.blu107.x_female_hypothalamus_inc.d17"
"ADRA2A",9.02052350840017,"female","hypothalamus","inc.d17","eggs","y136.x_female_hypothalamus_inc.d17"
"ADRA2A",9.0218821788901,"female","hypothalamus","inc.d9","eggs","y140.w119.x_female_hypothalamus_inc.d9"
"ADRA2A",9.05682672724658,"female","hypothalamus","prolong","eggs","y146.r32.x_female_hypothalamus_inc.prolong"
"ADRA2A",9.1198180207574,"female","hypothalamus","hatch","chicks","y15.x_female_hypothalamus_hatch"
"ADRA2A",9.16903613537145,"female","hypothalamus","n5","chicks","y6.o54_female_hypothalamus_n5"
"ADRA2A",9.18827040408519,"female","hypothalamus","hatch","chicks","y7.g58_female_hypothalamus_hatch"
"ADRA2A",9.23638188373832,"female","hypothalamus","m.inc.d17","loss","y85.r71.x_female_hypothalamus_m.inc.d17"
"ADRA2A",9.01772579730358,"female","hypothalamus","n5","chicks","y94.g133.x_female_hypothalamus_n5.NYNO"
"ADRA2A",9.00072759412437,"female","hypothalamus","n9","chicks","y97.x_female_hypothalamus_n9"
"ADRA2A",9.11978891235045,"female","hypothalamus","m.n2","loss","y98.g54_female_hypothalamus_m.hatch"
"ANXA5",12.6274815654561,"female","hypothalamus","control","reference","L.G118_female_hypothalamus_control.NYNO"
"ANXA5",12.1922653411535,"female","hypothalamus","control","reference","R.G106_female_hypothalamus_control"
"ANXA5",13.9495384046307,"female","hypothalamus","control","reference","R.R20_female_hypothalamus_control.NYNO"
"ANXA5",12.4416766510054,"female","hypothalamus","control","reference","R.R9_female_hypothalamus_control"
"ANXA5",13.5818544464413,"female","hypothalamus","control","reference","R.W44_female_hypothalamus_control"
"ANXA5",16.1680239606981,"female","hypothalamus","prolong","eggs","blk.s031.pu.d_female_hypothalamus_prolong"
"ANXA5",14.6559654688803,"female","hypothalamus","m.n2","loss","blk.s032.g.w_female_hypothalamus_m.hatch"
"ANXA5",15.8753895364403,"female","hypothalamus","m.inc.d3","loss","blk.s049.y.g_female_hypothalamus_m.inc.d3"
"ANXA5",15.0049163085826,"female","hypothalamus","m.inc.d3","loss","blk.s060.pu.w_female_hypothalamus_m.inc.d3"
"ANXA5",13.6509225453892,"female","hypothalamus","inc.d9","eggs","blk.s061.pu.y_female_hypothalamus_inc.d9"
"ANXA5",14.635652079613,"female","hypothalamus","early","chicks","blk.y.l.s109_female_hypothalamus_m.inc.d8"
"ANXA5",15.431295976507,"female","hypothalamus","m.n2","loss","blk0.x_female_hypothalamus_m.n2"
"ANXA5",11.9573069009074,"female","hypothalamus","bldg","reference","blk11.x_female_hypothalamus_bldg"
"ANXA5",14.355849145903,"female","hypothalamus","extend","chicks","blk19.x_female_hypothalamus_extend"
"ANXA5",15.9928963088993,"female","hypothalamus","hatch","chicks","blk21.x_female_hypothalamus_hatch"
"ANXA5",13.5001210248879,"female","hypothalamus","n9","chicks","blk4.x_female_hypothalamus_n9"
"ANXA5",12.3133889113806,"female","hypothalamus","control","reference","blu.o.x.ATLAS_female_hypothalamus_control"
"ANXA5",12.4451724926058,"female","hypothalamus","hatch","chicks","blu103.x_female_hypothalamus_hatch"
"ANXA5",14.2454766429535,"female","hypothalamus","prolong","eggs","blu115.y150.x_female_hypothalamus_inc.prolong"
"ANXA5",14.7408474076581,"female","hypothalamus","early","chicks","blu119.w84.x_female_hypothalamus_m.inc.d8"
"ANXA5",14.9950726705161,"female","hypothalamus","hatch","chicks","blu124.w180.x_female_hypothalamus_hatch"
"ANXA5",12.2021991441848,"female","hypothalamus","n9","chicks","blu36.w16_female_hypothalamus_n9"
"ANXA5",12.4218986569188,"female","hypothalamus","bldg","reference","blu38.g135.x_female_hypothalamus_bldg"
"ANXA5",13.6063836283727,"female","hypothalamus","inc.d3","eggs","blu39.o26.x_female_hypothalamus_inc.d3.NYNO"
"ANXA5",13.388676791716,"female","hypothalamus","extend","chicks","blu44.y102_female_hypothalamus_extend"
"ANXA5",14.9759432049628,"female","hypothalamus","inc.d9","eggs","blu47.y96.x_female_hypothalamus_inc.d9"
"ANXA5",12.3973007888866,"female","hypothalamus","n5","chicks","blu55.g51_female_hypothalamus_n5"
"ANXA5",14.6157579127665,"female","hypothalamus","m.inc.d3","loss","blu56.o53_female_hypothalamus_m.inc.d3"
"ANXA5",15.8552207229625,"female","hypothalamus","m.inc.d9","loss","blu63.g62_female_hypothalamus_m.inc.d9"
"ANXA5",14.5733250843466,"female","hypothalamus","early","chicks","blu80.r97_female_hypothalamus_m.inc.d8"
"ANXA5",12.884618369781,"female","hypothalamus","m.inc.d9","loss","d.r.blk.s159_female_hypothalamus_m.inc.d9"
"ANXA5",15.773419330316,"female","hypothalamus","m.inc.d17","loss","d.s112.blk.w_female_hypothalamus_m.inc.d17"
"ANXA5",14.4394585275718,"female","hypothalamus","m.inc.d3","loss","d.s177.blk.r_female_hypothalamus_m.inc.d3"
"ANXA5",14.6107945481923,"female","hypothalamus","lay","eggs","g.blk.s004.pk_female_hypothalamus_lay"
"ANXA5",14.9329589432324,"female","hypothalamus","m.n2","loss","g.s076.pk.r_female_hypothalamus_m.hatch"
"ANXA5",12.3680253138359,"female","hypothalamus","lay","eggs","g.s078.blk.o_female_hypothalamus_lay"
"ANXA5",15.712935723421,"female","hypothalamus","m.inc.d17","loss","g.y.blk.s006_female_hypothalamus_m.inc.d17"
"ANXA5",12.1481072698239,"female","hypothalamus","bldg","reference","g141.blu27.x_female_hypothalamus_bldg"
"ANXA5",12.4496175946354,"female","hypothalamus","inc.d17","eggs","g142.r40.x_female_hypothalamus_inc.d17"
"ANXA5",15.2330840211495,"female","hypothalamus","m.inc.d3","loss","g144.r54.x_female_hypothalamus_m.inc.d3"
"ANXA5",13.8903615178959,"female","hypothalamus","extend","chicks","g17.w108.x_female_hypothalamus_extend"
"ANXA5",14.1285274085244,"female","hypothalamus","extend","chicks","g22.blu118_female_hypothalamus_extend"
"ANXA5",12.9120293817134,"female","hypothalamus","inc.d3","eggs","g6.w197.x_female_hypothalamus_inc.d3"
"ANXA5",14.2683208667438,"female","hypothalamus","m.inc.d17","loss","g63.blu65_female_hypothalamus_m.inc.d17"
"ANXA5",13.9568697399618,"female","hypothalamus","m.inc.d9","loss","g73.x_female_hypothalamus_m.inc.d9"
"ANXA5",12.2034991155157,"female","hypothalamus","inc.d9","eggs","g75.x_female_hypothalamus_inc.d9"
"ANXA5",13.4489512735614,"female","hypothalamus","m.n2","loss","l.s.w.d_female_hypothalamus_m.hatch"
"ANXA5",15.6771133855524,"female","hypothalamus","prolong","eggs","l.s052.pk.r_female_hypothalamus_prolong"
"ANXA5",12.5543078079275,"female","hypothalamus","bldg","reference","l.s120.y.blk_female_hypothalamus_bldg"
"ANXA5",14.8833181367694,"female","hypothalamus","prolong","eggs","l.s166.o.w_female_hypothalamus_prolong"
"ANXA5",15.2308671930564,"female","hypothalamus","m.inc.d17","loss","o.s084.w.blk_female_hypothalamus_m.inc.d17"
"ANXA5",11.9493527879995,"female","hypothalamus","inc.d3","eggs","o156.w80.x_female_hypothalamus_inc.d3"
"ANXA5",13.5545519433489,"female","hypothalamus","inc.d3","eggs","o165.w122.x_female_hypothalamus_inc.d3"
"ANXA5",15.302615511102,"female","hypothalamus","m.inc.d17","loss","o169.r28.x_female_hypothalamus_m.inc.d17"
"ANXA5",12.6031183332053,"female","hypothalamus","hatch","chicks","o172.w115.x_female_hypothalamus_hatch"
"ANXA5",12.6038464239758,"female","hypothalamus","inc.d3","eggs","o173.w179.x_female_hypothalamus_inc.d3"
"ANXA5",12.558857424377,"female","hypothalamus","inc.d17","eggs","o35.r51.x_female_hypothalamus_inc.d17"
"ANXA5",14.1697780352995,"female","hypothalamus","m.inc.d9","loss","o36.r62.x_female_hypothalamus_m.inc.d9"
"ANXA5",11.7891085363747,"female","hypothalamus","bldg","reference","o38.blu29.x_female_hypothalamus_bldg"
"ANXA5",14.5674637943934,"female","hypothalamus","m.inc.d9","loss","o45.g128.x_female_hypothalamus_m.inc.d9"
"ANXA5",12.0186277527091,"female","hypothalamus","inc.d17","eggs","o52.blu53_female_hypothalamus_inc.d17"
"ANXA5",12.0993751844463,"female","hypothalamus","inc.d9","eggs","o73.x_female_hypothalamus_inc.d9"
"ANXA5",14.4038340218733,"female","hypothalamus","early","chicks","p.g.blk.s040_female_hypothalamus_m.inc.d8"
"ANXA5",15.7056557054191,"female","hypothalamus","m.inc.d17","loss","pk.s011.o.y_female_hypothalamus_m.inc.d17"
"ANXA5",14.3044580152599,"female","hypothalamus","m.n2","loss","pk.s054.d.g_female_hypothalamus_m.hatch"
"ANXA5",14.3553418744314,"female","hypothalamus","early","chicks","pk.s055.d.l_female_hypothalamus_m.inc.d8"
"ANXA5",12.5499170966465,"female","hypothalamus","control","reference","r.r.x.ATLAS.R2XR_female_hypothalamus_control"
"ANXA5",12.5582252601454,"female","hypothalamus","control","reference","r.r.x.ATLAS_female_hypothalamus_control"
"ANXA5",14.5615557140653,"female","hypothalamus","m.inc.d3","loss","r.s035.y.blk_female_hypothalamus_m.inc.d3"
"ANXA5",13.8653125109429,"female","hypothalamus","bldg","reference","r.s056.g.o_female_hypothalamus_bldg"
"ANXA5",12.826062454882,"female","hypothalamus","extend","chicks","r.s131.o.d_female_hypothalamus_extend"
"ANXA5",11.898199331692,"female","hypothalamus","n9","chicks","r.s171.l.w_female_hypothalamus_n9"
"ANXA5",13.1105118221985,"female","hypothalamus","hatch","chicks","r183.o22_female_hypothalamus_hatch"
"ANXA5",15.633593353877,"female","hypothalamus","prolong","eggs","r194.x_female_hypothalamus_prolong"
"ANXA5",11.7344661242899,"female","hypothalamus","inc.d3","eggs","r27.w111.blu125_female_hypothalamus_inc.d3"
"ANXA5",15.1394738087899,"female","hypothalamus","inc.d9","eggs","r30.w112.r46_female_hypothalamus_inc.d9"
"ANXA5",14.1787102075554,"female","hypothalamus","inc.d9","eggs","r36.w184.x_female_hypothalamus_inc.d9"
