"gene","counts","sex","tissue","treatment","extint","samples"
"ADRA2A",9.27003537225589,"male","pituitary","prolong","eggs","o114.blu9_male_pituitary_inc.prolong"
"ADRA2A",8.58057712008964,"male","pituitary","n5","chicks","o152.o120.w42_male_pituitary_n5"
"ADRA2A",8.97107279146249,"male","pituitary","m.n2","loss","o3.x_male_pituitary_m.n2"
"ADRA2A",8.75967314192044,"male","pituitary","hatch","chicks","o39.y77.x_male_pituitary_hatch"
"ADRA2A",8.98293031247771,"male","pituitary","hatch","chicks","o44.blu26.x_male_pituitary_hatch"
"ADRA2A",8.89375244996031,"male","pituitary","inc.d3","eggs","o48.r197.x_male_pituitary_inc.d3"
"ADRA2A",9.17147073422571,"male","pituitary","inc.d9","eggs","o49.x_male_pituitary_inc.d9"
"ADRA2A",9.68038335413348,"male","pituitary","inc.d9","eggs","o57.g59_male_pituitary_inc.d9"
"ADRA2A",9.32058465611246,"male","pituitary","m.inc.d17","loss","o59.blu64_male_pituitary_m.inc.d17"
"ADRA2A",9.04247717169864,"male","pituitary","prolong","eggs","pk.s.d.g_male_pituitary_prolong"
"ADRA2A",9.29932493425075,"male","pituitary","lay","eggs","pk.s238.blk.w_male_pituitary_lay"
"ADRA2A",9.05034407107661,"male","pituitary","lay","eggs","pk.w.s141.o_male_pituitary_lay"
"ADRA2A",9.02227081407586,"male","pituitary","early","chicks","pu.blk.s102.y_male_pituitary_m.inc.d8"
"ADRA2A",9.21137899076442,"male","pituitary","m.n2","loss","pu.s.o.r_male_pituitary_m.hatch"
"ADRA2A",9.98662762009467,"male","pituitary","lay","eggs","r.s005.pk.blk_male_pituitary_lay"
"ADRA2A",9.2791086081023,"male","pituitary","extend","chicks","r.s057.g.pk_male_pituitary_extend"
"ADRA2A",9.82179907226278,"male","pituitary","early","chicks","r.s058.d.l_male_pituitary_m.inc.d8"
"ADRA2A",9.21176729466354,"male","pituitary","bldg","reference","r.s059.d.o_male_pituitary_bldg"
"ADRA2A",8.52924958415063,"male","pituitary","extend","chicks","r.s086.l.blk_male_pituitary_extend"
"ADRA2A",9.71966862811135,"male","pituitary","lay","eggs","r.s116.blk.pu_male_pituitary_lay"
"ADRA2A",9.61363800819384,"male","pituitary","extend","chicks","r.s172.l.y_male_pituitary_extend"
"ADRA2A",9.55187429811867,"male","pituitary","n9","chicks","r.y.s007.blk_male_pituitary_n9"
"ADRA2A",9.33514768228146,"male","pituitary","inc.d17","eggs","r176.blu54_male_pituitary_inc.d17"
"ADRA2A",9.47796684617595,"male","pituitary","lay","eggs","r190.o43.x_male_pituitary_lay"
"ADRA2A",8.84765982751873,"male","pituitary","n9","chicks","r195.x_male_pituitary_n9"
"ADRA2A",10.0282751346129,"male","pituitary","m.inc.d9","loss","r196.x_male_pituitary_m.inc.d9"
"ADRA2A",8.95058239047422,"male","pituitary","n9","chicks","r37.w100.x_male_pituitary_n9"
"ADRA2A",9.34990852236967,"male","pituitary","early","chicks","r4.x_male_pituitary_m.inc.d8"
"ADRA2A",8.98592299595554,"male","pituitary","hatch","chicks","r41.w99.x_male_pituitary_hatch"
"ADRA2A",9.97863853559037,"male","pituitary","inc.d9","eggs","r45.X_male_pituitary_inc.d9"
"ADRA2A",9.76219283628914,"male","pituitary","hatch","chicks","r72.y83.x_male_pituitary_hatch"
"ADRA2A",9.83670706195247,"male","pituitary","prolong","eggs","r81.x_male_pituitary_inc.prolong"
"ADRA2A",9.28358168850081,"male","pituitary","m.inc.d9","loss","r84.x_male_pituitary_m.inc.d9"
"ADRA2A",9.36727105062567,"male","pituitary","m.inc.d9","loss","r85.g39_male_pituitary_m.inc.d9.NYNO"
"ADRA2A",9.06040541013589,"male","pituitary","prolong","eggs","r90.x_male_pituitary_inc.prolong"
"ADRA2A",9.13869233724474,"male","pituitary","bldg","reference","s.pu148.blk.r_male_pituitary_bldg"
"ADRA2A",9.56920108273213,"male","pituitary","early","chicks","s044.blk.d.r_male_pituitary_m.inc.d8"
"ADRA2A",9.45809168854383,"male","pituitary","m.n2","loss","s062.d.blk.g_male_pituitary_m.hatch"
"ADRA2A",9.37862358726706,"male","pituitary","m.inc.d17","loss","s064.g.blk.pu_male_pituitary_m.inc.d17"
"ADRA2A",9.53791168850259,"male","pituitary","bldg","reference","s065.l.d.o_male_pituitary_bldg"
"ADRA2A",9.093948020854,"male","pituitary","bldg","reference","s066.l.d.r_male_pituitary_bldg"
"ADRA2A",9.72204644446795,"male","pituitary","early","chicks","s067.o.l.y_male_pituitary_m.inc.d8"
"ADRA2A",9.03329137299203,"male","pituitary","m.inc.d3","loss","s071.pu.g.pk_male_pituitary_m.inc.d3"
"ADRA2A",9.47163800022037,"male","pituitary","m.n2","loss","s090.blk.pk.w_male_pituitary_m.hatch"
"ADRA2A",9.37896535872985,"male","pituitary","m.inc.d17","loss","s096.g.blk.pk_male_pituitary_m.inc.d17"
"ADRA2A",9.71312736354673,"male","pituitary","m.inc.d3","loss","s139.l.blk.w_male_pituitary_m.inc.d3"
"ADRA2A",8.80569115680482,"male","pituitary","lay","eggs","s150.w.g.blk_male_pituitary_lay"
"ADRA2A",9.51778859171082,"male","pituitary","m.inc.d3","loss","s175.blk.pu.pk_male_pituitary_m.inc.d3"
"ADRA2A",9.22329522671487,"male","pituitary","n9","chicks","s187.l.o.r_male_pituitary_n9"
"ADRA2A",9.62728428544723,"male","pituitary","lay","eggs","s243.blk.pk.r_male_pituitary_lay"
"ADRA2A",9.26958391106808,"male","pituitary","inc.d9","eggs","w34.x_male_pituitary_inc.d9"
"ADRA2A",9.35246039285042,"male","pituitary","control","reference","x.blk.blk.ATLAS_male_pituitary_control"
"ADRA2A",9.41018406437863,"male","pituitary","n9","chicks","x.blk16_male_pituitary_n9"
"ADRA2A",9.42580426916508,"male","pituitary","m.n2","loss","x.blk23_male_pituitary_m.n2"
"ADRA2A",8.4347383338031,"male","pituitary","control","reference","x.blu.o.ATLAS_male_pituitary_control"
"ADRA2A",9.20805448464379,"male","pituitary","inc.d9","eggs","x.blu106.o153_male_pituitary_inc.d9.NYNO"
"ADRA2A",9.10821925419318,"male","pituitary","inc.d17","eggs","x.blu117.w89_male_pituitary_inc.d17"
"ADRA2A",8.6644679965839,"male","pituitary","n9","chicks","x.blu23.w14_male_pituitary_n9"
"ADRA2A",8.48712910783689,"male","pituitary","n5","chicks","x.blu30_male_pituitary_n5"
"ADRA2A",9.71895307798647,"male","pituitary","inc.d3","eggs","x.blu42.o28_male_pituitary_inc.d3"
"ADRA2A",9.00894350910827,"male","pituitary","prolong","eggs","x.blu57_male_pituitary_prolong"
"ADRA2A",10.240547310688,"male","pituitary","extend","chicks","x.blu69_male_pituitary_extend"
"ADRA2A",9.53819105965271,"male","pituitary","extend","chicks","x.blu73_male_pituitary_extend"
"ADRA2A",9.28278674961122,"male","pituitary","m.n2","loss","x.blu76_male_pituitary_m.hatch"
"ADRA2A",8.3920347331597,"male","pituitary","control","reference","x.g.ATLAS_male_pituitary_control"
"ADRA2A",9.72430228042864,"male","pituitary","control","reference","x.g.g.ATLAS_male_pituitary_control"
"ADRA2A",9.25321304557001,"male","pituitary","control","reference","x.g.g.g.ATLAS_male_pituitary_control"
"ADRA2A",9.39581474402488,"male","pituitary","inc.d9","eggs","x.g13.w109_male_pituitary_inc.d9"
"ADRA2A",9.5397571738975,"male","pituitary","inc.d17","eggs","x.g14.w199_male_pituitary_inc.d17"
"ADRA2A",9.46990386716386,"male","pituitary","inc.d3","eggs","x.g147.blu28_male_pituitary_inc.d3"
"ADRA2A",8.98643926965669,"male","pituitary","m.inc.d3","loss","x.g5.w79_male_pituitary_m.inc.d3"
"ADRA2A",8.98142949624486,"male","pituitary","hatch","chicks","x.g70_male_pituitary_hatch"
"ADRA2A",8.33009700688934,"male","pituitary","m.inc.d9","loss","x.o117_male_pituitary_m.inc.d9"
"ADRA2A",8.35481931941346,"male","pituitary","hatch","chicks","x.o160.w102_male_pituitary_hatch"
"ADRA2A",9.67197377358812,"male","pituitary","inc.d3","eggs","x.o163.w101_male_pituitary_inc.d3.NYNO"
"ADRA2A",8.97326863322305,"male","pituitary","n5","chicks","x.o164.w123_male_pituitary_n5.NYNO"
"ADRA2A",9.31999172703467,"male","pituitary","n9","chicks","x.o2_male_pituitary_n9"
"ADRA2A",9.06024075574959,"male","pituitary","bldg","reference","x.o30.g134_male_pituitary_bldg"
"ADRA2A",9.35262690332089,"male","pituitary","m.inc.d17","loss","x.o40.r70_male_pituitary_m.inc.d17"
"ADRA2A",9.56757464863743,"male","pituitary","inc.d9","eggs","x.o47.y82_male_pituitary_inc.d9"
"ADRA2A",9.23357296988875,"male","pituitary","m.n2","loss","x.o4_male_pituitary_m.hatch"
"ADRA2A",9.11660266604899,"male","pituitary","n5","chicks","x.o68_male_pituitary_n5"
"ADRA2A",8.85116760554613,"male","pituitary","m.inc.d17","loss","x.r10.w18_male_pituitary_m.inc.d17"
"ADRA2A",8.80936219197215,"male","pituitary","hatch","chicks","x.r178_male_pituitary_hatch"
"ADRA2A",8.75290223445029,"male","pituitary","n5","chicks","x.r181_male_pituitary_n5"
"ADRA2A",9.50757990198955,"male","pituitary","m.inc.d3","loss","x.r185_male_pituitary_m.inc.d3"
"ADRA2A",8.79278547076427,"male","pituitary","inc.d17","eggs","x.r29.w96_male_pituitary_inc.d17"
"ADRA2A",9.28563383875569,"male","pituitary","inc.d3","eggs","x.r64.g140_male_pituitary_inc.d3"
"ADRA2A",9.37868842976887,"male","pituitary","bldg","reference","x.r67.blu35_male_pituitary_bldg.NYNO"
"ADRA2A",9.3249155319755,"male","pituitary","inc.d9","eggs","x.w192.o157_male_pituitary_inc.d9"
"ADRA2A",9.02954675802539,"male","pituitary","control","reference","x.y.s.ATLAS_male_pituitary_control"
"ADRA2A",9.50718383523092,"male","pituitary","inc.d17","eggs","x.y132.w76_male_pituitary_inc.d17"
"ADRA2A",9.5363518232108,"male","pituitary","inc.d9","eggs","x.y141.w116_male_pituitary_inc.d9"
"ADRA2A",8.52653594130665,"male","pituitary","early","chicks","x.y51_male_pituitary_m.inc.d8"
"ADRA2A",9.22892446658817,"male","pituitary","prolong","eggs","x.y79_male_pituitary_prolong"
"ADRA2A",9.36563659892746,"male","pituitary","m.inc.d9","loss","y.w.blk_male_pituitary_m.inc.d9"
"ADRA2A",9.22791563072987,"male","pituitary","n9","chicks","y129.x_male_pituitary_n9"
"ADRA2A",8.71687182416178,"male","pituitary","n9","chicks","y131.w185.x_male_pituitary_n9"
"ADRA2A",9.62836963492818,"male","pituitary","inc.d17","eggs","y133.w77.r58_male_pituitary_inc.d17"
"ADRA2A",9.54224670056569,"male","pituitary","m.inc.d17","loss","y148.w81.g145_male_pituitary_m.inc.d17"
"ADRA2A",9.26985491247901,"male","pituitary","inc.d3","eggs","y149.r52.x_male_pituitary_inc.d3"
"ADRA2A",9.3756309694769,"male","pituitary","m.inc.d3","loss","y18.x_male_pituitary_m.inc.d3"
"ADRA2A",8.9417811807164,"male","pituitary","m.inc.d17","loss","y4.x_male_pituitary_m.inc.d17"
"ADRA2A",9.31356572853099,"male","pituitary","early","chicks","y55.x_male_pituitary_m.inc.d8"
"ADRA2A",9.1967165054284,"male","pituitary","m.inc.d9","loss","y63.x_male_pituitary_m.inc.d9"
"ADRA2A",9.66669857048124,"male","pituitary","inc.d9","eggs","y95.g131.x_male_pituitary_inc.d9"
"ADRA2A",9.37226287980869,"male","pituitary","inc.d3","eggs","y98.o50.x_male_pituitary_inc.d3"
"ANXA5",12.5380936944582,"male","pituitary","control","reference","L.Blu13_male_pituitary_control.NYNO"
"ANXA5",11.2985422843986,"male","pituitary","control","reference","L.G107_male_pituitary_control"
"ANXA5",12.3341638351593,"male","pituitary","control","reference","L.R3_male_pituitary_control.NYNO"
"ANXA5",12.5640684384844,"male","pituitary","control","reference","L.R8_male_pituitary_control"
"ANXA5",12.4255211438227,"male","pituitary","control","reference","L.W33_male_pituitary_control"
"ANXA5",13.156279337678,"male","pituitary","control","reference","L.W3_male_pituitary_control"
"ANXA5",12.2572249807497,"male","pituitary","control","reference","L.W4_male_pituitary_control"
"ANXA5",12.459056909532,"male","pituitary","control","reference","R.Y108.W29_male_pituitary_control"
"ANXA5",12.0012099467018,"male","pituitary","prolong","eggs","blk.s030.o.g_male_pituitary_prolong"
"ANXA5",12.8396675489271,"male","pituitary","n5","chicks","blk12.x_male_pituitary_n5"
"ANXA5",13.7108102711605,"male","pituitary","inc.d17","eggs","blk17.x_male_pituitary_inc.d17"
"ANXA5",12.6611633259915,"male","pituitary","m.inc.d3","loss","blk5.x_male_pituitary_m.inc.d3"
"ANXA5",13.6292431858286,"male","pituitary","m.n2","loss","blu10.w26.x_male_pituitary_m.hatch"
"ANXA5",15.7306453419221,"male","pituitary","hatch","chicks","blu104.w120.x_male_pituitary_hatch.NYNO"
"ANXA5",14.3148239244915,"male","pituitary","inc.d9","eggs","blu108.w40.o158_male_pituitary_inc.d9"
"ANXA5",13.6423959666047,"male","pituitary","inc.d3","eggs","blu111.w113.x_male_pituitary_inc.d3"
"ANXA5",11.6028152012342,"male","pituitary","inc.d17","eggs","blu113.w124.x_male_pituitary_inc.d17.NYNO"
"ANXA5",12.0539201723533,"male","pituitary","bldg","reference","blu114.r38.w198_male_pituitary_bldg"
"ANXA5",14.6369324551722,"male","pituitary","inc.d17","eggs","blu121.w91.x_male_pituitary_inc.d17"
"ANXA5",13.6745799223035,"male","pituitary","bldg","reference","blu33.y88.x_male_pituitary_bldg"
"ANXA5",14.1195337060764,"male","pituitary","n5","chicks","blu37.r65.x_male_pituitary_n5"
"ANXA5",14.6855708083385,"male","pituitary","n5","chicks","blu41.y100.x_male_pituitary_n5"
"ANXA5",12.4839602772341,"male","pituitary","n9","chicks","blu81.r88_male_pituitary_n9"
"ANXA5",14.0317324724445,"male","pituitary","m.n2","loss","blu84.x_male_pituitary_extend.hatch"
"ANXA5",14.0831669661771,"male","pituitary","n5","chicks","d.s008.y.blk_male_pituitary_n5"
"ANXA5",12.9954161313516,"male","pituitary","n5","chicks","d.s047.blk.o_male_pituitary_n5"
"ANXA5",13.3061725175136,"male","pituitary","m.inc.d3","loss","d.s110.g.blk_male_pituitary_m.inc.d3"
"ANXA5",14.3692647127784,"male","pituitary","m.inc.d3","loss","g.blk.s041.r_male_pituitary_m.inc.d3"
"ANXA5",14.3020940760628,"male","pituitary","m.inc.d17","loss","g.o.y.s037_male_pituitary_m.inc.d17"
"ANXA5",13.6512307356786,"male","pituitary","n9","chicks","g.s.blk.d_male_pituitary_n9"
"ANXA5",13.4269938769967,"male","pituitary","lay","eggs","g.s.blk.y_male_pituitary_lay"
"ANXA5",11.5096415303581,"male","pituitary","lay","eggs","g.s043.pu.blk_male_pituitary_lay"
"ANXA5",12.5787805270536,"male","pituitary","m.n2","loss","g.s075.pk.pu_male_pituitary_m.hatch"
"ANXA5",12.7168256589314,"male","pituitary","early","chicks","g.s111.r.blk_male_pituitary_m.inc.d8"
"ANXA5",11.8373398147383,"male","pituitary","early","chicks","g.s179.o.pk_male_pituitary_m.inc.d8"
"ANXA5",13.0881851036772,"male","pituitary","extend","chicks","g.s351.pk.w_male_pituitary_extend"
"ANXA5",12.5083416116811,"male","pituitary","prolong","eggs","g.y.o.s_male_pituitary_prolong"
"ANXA5",14.5368956197416,"male","pituitary","bldg","reference","g104.w82.x_male_pituitary_bldg"
"ANXA5",11.2926363328652,"male","pituitary","hatch","chicks","g114.w83.x_male_pituitary_hatch.NYNO"
"ANXA5",15.2315005446362,"male","pituitary","inc.d17","eggs","g130.y81.x_male_pituitary_inc.d17"
"ANXA5",11.2224914346047,"male","pituitary","early","chicks","g137.r24.w5_male_pituitary_m.inc.d8"
"ANXA5",11.5901882748288,"male","pituitary","inc.d17","eggs","g143.blu32.x_male_pituitary_inc.d17"
"ANXA5",13.490030362892,"male","pituitary","inc.d3","eggs","g146.blu51_male_pituitary_inc.d3"
"ANXA5",11.3123902906996,"male","pituitary","inc.d3","eggs","g20.w106.x_male_pituitary_inc.d3"
"ANXA5",13.2410552130878,"male","pituitary","extend","chicks","g3.g119.w20_male_pituitary_extend"
"ANXA5",12.2947721898571,"male","pituitary","m.inc.d17","loss","g32.blu79_male_pituitary_m.inc.d17"
"ANXA5",13.2132781918289,"male","pituitary","m.n2","loss","g34.x_male_pituitary_m.hatch"
"ANXA5",13.4320335134307,"male","pituitary","prolong","eggs","g38.x_male_pituitary_inc.prolong"
"ANXA5",14.6847060541421,"male","pituitary","bldg","reference","g52.blu58_male_pituitary_bldg"
"ANXA5",13.6980171191768,"male","pituitary","hatch","chicks","g53.y84_male_pituitary_hatch"
"ANXA5",13.6557651118324,"male","pituitary","extend","chicks","g8.y197_male_pituitary_extend"
"ANXA5",13.5790274966323,"male","pituitary","extend","chicks","l.s.o.blk_male_pituitary_extend"
"ANXA5",12.6898976410688,"male","pituitary","m.inc.d17","loss","l.s024.y.g_male_pituitary_m.inc.d17"
"ANXA5",12.5299658972209,"male","pituitary","prolong","eggs","l.s080.blk.r_male_pituitary_prolong"
"ANXA5",13.2051999077548,"male","pituitary","m.inc.d9","loss","l.s280.g.blk_male_pituitary_m.inc.d9"
"ANXA5",12.7887850490868,"male","pituitary","m.inc.d9","loss","o.d.s009_male_pituitary_m.inc.d9"
"ANXA5",11.5041405658747,"male","pituitary","lay","eggs","o.s.w.r_male_pituitary_lay"
"ANXA5",14.0373819194275,"male","pituitary","m.inc.d3","loss","o.s010.r.blk_male_pituitary_m.inc.d3"
"ANXA5",13.0335373161746,"male","pituitary","prolong","eggs","o114.blu9_male_pituitary_inc.prolong"
"ANXA5",13.9082978250038,"male","pituitary","n5","chicks","o152.o120.w42_male_pituitary_n5"
"ANXA5",13.9685252131905,"male","pituitary","m.n2","loss","o3.x_male_pituitary_m.n2"
"ANXA5",15.2436045810987,"male","pituitary","hatch","chicks","o39.y77.x_male_pituitary_hatch"
"ANXA5",13.5197378204251,"male","pituitary","hatch","chicks","o44.blu26.x_male_pituitary_hatch"
"ANXA5",14.1848236471401,"male","pituitary","inc.d3","eggs","o48.r197.x_male_pituitary_inc.d3"
"ANXA5",14.6624362530374,"male","pituitary","inc.d9","eggs","o49.x_male_pituitary_inc.d9"
"ANXA5",14.34263821926,"male","pituitary","inc.d9","eggs","o57.g59_male_pituitary_inc.d9"
"ANXA5",12.3069058236974,"male","pituitary","m.inc.d17","loss","o59.blu64_male_pituitary_m.inc.d17"
"ANXA5",12.1533626312707,"male","pituitary","prolong","eggs","pk.s.d.g_male_pituitary_prolong"
"ANXA5",12.6089714382186,"male","pituitary","lay","eggs","pk.s238.blk.w_male_pituitary_lay"
"ANXA5",11.5661016188595,"male","pituitary","lay","eggs","pk.w.s141.o_male_pituitary_lay"
"ANXA5",11.5880205616483,"male","pituitary","early","chicks","pu.blk.s102.y_male_pituitary_m.inc.d8"
"ANXA5",11.7582370307621,"male","pituitary","m.n2","loss","pu.s.o.r_male_pituitary_m.hatch"
"ANXA5",13.1890219286348,"male","pituitary","lay","eggs","r.s005.pk.blk_male_pituitary_lay"
"ANXA5",12.6028563729941,"male","pituitary","extend","chicks","r.s057.g.pk_male_pituitary_extend"
"ANXA5",12.3120660859204,"male","pituitary","early","chicks","r.s058.d.l_male_pituitary_m.inc.d8"
"ANXA5",13.2301143637812,"male","pituitary","bldg","reference","r.s059.d.o_male_pituitary_bldg"
"ANXA5",13.2081305201929,"male","pituitary","extend","chicks","r.s086.l.blk_male_pituitary_extend"
"ANXA5",11.5765851170507,"male","pituitary","lay","eggs","r.s116.blk.pu_male_pituitary_lay"
"ANXA5",13.198608971576,"male","pituitary","extend","chicks","r.s172.l.y_male_pituitary_extend"
"ANXA5",14.0785181325108,"male","pituitary","n9","chicks","r.y.s007.blk_male_pituitary_n9"
"ANXA5",11.1654759886478,"male","pituitary","inc.d17","eggs","r176.blu54_male_pituitary_inc.d17"
"ANXA5",11.6037541992844,"male","pituitary","lay","eggs","r190.o43.x_male_pituitary_lay"
"ANXA5",13.3946792065995,"male","pituitary","n9","chicks","r195.x_male_pituitary_n9"
"ANXA5",13.2882840617384,"male","pituitary","m.inc.d9","loss","r196.x_male_pituitary_m.inc.d9"
"ANXA5",13.7330296819444,"male","pituitary","n9","chicks","r37.w100.x_male_pituitary_n9"
"ANXA5",13.965446240789,"male","pituitary","early","chicks","r4.x_male_pituitary_m.inc.d8"
"ANXA5",15.2215928514326,"male","pituitary","hatch","chicks","r41.w99.x_male_pituitary_hatch"
"ANXA5",14.7160419367555,"male","pituitary","inc.d9","eggs","r45.X_male_pituitary_inc.d9"
"ANXA5",14.45990648231,"male","pituitary","hatch","chicks","r72.y83.x_male_pituitary_hatch"
"ANXA5",12.9863460652661,"male","pituitary","prolong","eggs","r81.x_male_pituitary_inc.prolong"
"ANXA5",13.8724116259568,"male","pituitary","m.inc.d9","loss","r84.x_male_pituitary_m.inc.d9"
"ANXA5",13.4791900370549,"male","pituitary","m.inc.d9","loss","r85.g39_male_pituitary_m.inc.d9.NYNO"
"ANXA5",13.4557666628062,"male","pituitary","prolong","eggs","r90.x_male_pituitary_inc.prolong"
"ANXA5",13.137283894364,"male","pituitary","bldg","reference","s.pu148.blk.r_male_pituitary_bldg"
"ANXA5",13.1225096476463,"male","pituitary","early","chicks","s044.blk.d.r_male_pituitary_m.inc.d8"
"ANXA5",12.7051160205498,"male","pituitary","m.n2","loss","s062.d.blk.g_male_pituitary_m.hatch"
"ANXA5",12.7760896370612,"male","pituitary","m.inc.d17","loss","s064.g.blk.pu_male_pituitary_m.inc.d17"
